run set,number of matches,winning result,game master balance,player balance
1:1:4,2,2,100480,99520
3:2:4,0,-1,100481,99519
2:2:5,0,-1,100482,99518
5:4:3,0,-1,100483,99517
3:3:6,0,-1,100484,99516
3:5:5,0,-1,100485,99515
2:3:1,1,1,100484,99516
6:6:6,0,-1,100485,99515
3:3:1,1,1,100484,99516
4:3:6,0,-1,100485,99515
3:6:4,0,-1,100486,99514
2:5:6,0,-1,100487,99513
6:4:4,0,-1,100488,99512
5:6:1,1,1,100487,99513
3:4:1,1,1,100486,99514
4:2:4,0,-1,100487,99513
5:6:4,0,-1,100488,99512
4:2:2,0,-1,100489,99511
5:4:6,0,-1,100490,99510
3:4:1,1,1,100489,99511
6:2:1,1,1,100488,99512
4:1:6,1,1,100487,99513
6:1:2,1,1,100486,99514
5:6:5,0,-1,100487,99513
4:3:4,0,-1,100488,99512
6:6:1,1,1,100487,99513
4:2:6,0,-1,100488,99512
6:2:6,0,-1,100489,99511
4:6:4,0,-1,100490,99510
5:4:4,0,-1,100491,99509
5:4:5,0,-1,100492,99508
1:6:2,1,1,100491,99509
3:6:2,0,-1,100492,99508
5:3:3,0,-1,100493,99507
3:2:4,0,-1,100494,99506
2:2:5,0,-1,100495,99505
6:2:2,0,-1,100496,99504
4:5:5,0,-1,100497,99503
4:1:2,1,1,100496,99504
1:1:3,2,2,100494,99506
3:3:5,0,-1,100495,99505
3:4:3,0,-1,100496,99504
1:6:1,2,2,100494,99506
4:1:4,1,1,100493,99507
1:6:2,1,1,100492,99508
1:3:3,1,1,100491,99509
3:2:6,0,-1,100492,99508
4:5:5,0,-1,100493,99507
2:6:3,0,-1,100494,99506
2:2:4,0,-1,100495,99505
6:4:3,0,-1,100496,99504
2:1:1,2,2,100494,99506
2:1:1,2,2,100492,99508
3:3:3,0,-1,100493,99507
3:5:6,0,-1,100494,99506
5:1:6,1,1,100493,99507
5:3:4,0,-1,100494,99506
5:2:6,0,-1,100495,99505
1:2:5,1,1,100494,99506
5:3:6,0,-1,100495,99505
1:2:1,2,2,100493,99507
1:6:6,1,1,100492,99508
5:6:2,0,-1,100493,99507
1:6:1,2,2,100491,99509
5:1:3,1,1,100490,99510
2:1:4,1,1,100489,99511
4:3:1,1,1,100488,99512
5:2:6,0,-1,100489,99511
6:4:1,1,1,100488,99512
4:6:6,0,-1,100489,99511
6:2:4,0,-1,100490,99510
6:1:4,1,1,100489,99511
3:4:1,1,1,100488,99512
5:2:4,0,-1,100489,99511
2:2:5,0,-1,100490,99510
6:1:1,2,2,100488,99512
3:3:4,0,-1,100489,99511
5:2:6,0,-1,100490,99510
3:1:5,1,1,100489,99511
6:2:4,0,-1,100490,99510
2:3:3,0,-1,100491,99509
4:6:4,0,-1,100492,99508
6:5:4,0,-1,100493,99507
2:2:1,1,1,100492,99508
3:3:5,0,-1,100493,99507
2:5:5,0,-1,100494,99506
4:1:3,1,1,100493,99507
6:4:3,0,-1,100494,99506
1:4:1,2,2,100492,99508
5:3:5,0,-1,100493,99507
2:5:5,0,-1,100494,99506
3:1:3,1,1,100493,99507
6:1:4,1,1,100492,99508
5:6:3,0,-1,100493,99507
6:5:3,0,-1,100494,99506
2:1:5,1,1,100493,99507
2:3:6,0,-1,100494,99506
4:6:2,0,-1,100495,99505
3:2:5,0,-1,100496,99504
6:5:1,1,1,100495,99505
2:1:1,2,2,100493,99507
5:1:4,1,1,100492,99508
3:6:6,0,-1,100493,99507
2:2:4,0,-1,100494,99506
3:3:2,0,-1,100495,99505
2:3:1,1,1,100494,99506
2:2:1,1,1,100493,99507
6:3:5,0,-1,100494,99506
2:6:2,0,-1,100495,99505
3:4:6,0,-1,100496,99504
4:6:4,0,-1,100497,99503
6:4:6,0,-1,100498,99502
5:6:5,0,-1,100499,99501
3:3:4,0,-1,100500,99500
4:6:6,0,-1,100501,99499
3:2:2,0,-1,100502,99498
6:4:2,0,-1,100503,99497
4:4:3,0,-1,100504,99496
5:5:5,0,-1,100505,99495
2:2:6,0,-1,100506,99494
3:1:1,2,2,100504,99496
4:3:1,1,1,100503,99497
2:4:2,0,-1,100504,99496
5:6:6,0,-1,100505,99495
3:6:3,0,-1,100506,99494
6:2:6,0,-1,100507,99493
1:3:4,1,1,100506,99494
3:5:5,0,-1,100507,99493
1:2:5,1,1,100506,99494
4:2:4,0,-1,100507,99493
1:5:1,2,2,100505,99495
1:4:1,2,2,100503,99497
2:1:3,1,1,100502,99498
4:2:1,1,1,100501,99499
2:3:4,0,-1,100502,99498
1:2:4,1,1,100501,99499
2:4:5,0,-1,100502,99498
4:5:4,0,-1,100503,99497
2:1:2,1,1,100502,99498
2:1:4,1,1,100501,99499
1:6:3,1,1,100500,99500
5:1:3,1,1,100499,99501
6:5:3,0,-1,100500,99500
2:6:3,0,-1,100501,99499
4:3:3,0,-1,100502,99498
6:3:4,0,-1,100503,99497
1:1:4,2,2,100501,99499
3:5:5,0,-1,100502,99498
4:2:3,0,-1,100503,99497
4:6:3,0,-1,100504,99496
2:5:4,0,-1,100505,99495
2:3:3,0,-1,100506,99494
1:6:5,1,1,100505,99495
4:3:1,1,1,100504,99496
2:3:4,0,-1,100505,99495
6:5:5,0,-1,100506,99494
4:1:6,1,1,100505,99495
2:3:2,0,-1,100506,99494
6:1:6,1,1,100505,99495
1:1:6,2,2,100503,99497
2:1:3,1,1,100502,99498
4:6:3,0,-1,100503,99497
2:5:5,0,-1,100504,99496
6:2:3,0,-1,100505,99495
1:1:1,3,3,100502,99498
4:1:5,1,1,100501,99499
6:4:5,0,-1,100502,99498
2:2:1,1,1,100501,99499
6:5:5,0,-1,100502,99498
3:1:6,1,1,100501,99499
3:5:5,0,-1,100502,99498
4:4:5,0,-1,100503,99497
4:6:2,0,-1,100504,99496
1:1:3,2,2,100502,99498
6:4:3,0,-1,100503,99497
1:5:1,2,2,100501,99499
4:3:5,0,-1,100502,99498
1:1:6,2,2,100500,99500
3:4:1,1,1,100499,99501
6:5:3,0,-1,100500,99500
4:4:5,0,-1,100501,99499
1:3:5,1,1,100500,99500
6:6:2,0,-1,100501,99499
2:4:2,0,-1,100502,99498
2:2:2,0,-1,100503,99497
6:3:6,0,-1,100504,99496
1:6:2,1,1,100503,99497
3:2:5,0,-1,100504,99496
2:6:4,0,-1,100505,99495
6:1:5,1,1,100504,99496
3:2:3,0,-1,100505,99495
2:5:6,0,-1,100506,99494
1:4:5,1,1,100505,99495
1:1:6,2,2,100503,99497
4:6:1,1,1,100502,99498
4:1:5,1,1,100501,99499
2:6:3,0,-1,100502,99498
4:5:2,0,-1,100503,99497
6:6:3,0,-1,100504,99496
2:5:5,0,-1,100505,99495
1:1:4,2,2,100503,99497
1:5:5,1,1,100502,99498
4:2:5,0,-1,100503,99497
4:3:4,0,-1,100504,99496
5:1:3,1,1,100503,99497
1:4:6,1,1,100502,99498
5:2:1,1,1,100501,99499
6:6:4,0,-1,100502,99498
5:3:3,0,-1,100503,99497
4:5:5,0,-1,100504,99496
1:5:3,1,1,100503,99497
6:3:3,0,-1,100504,99496
1:5:1,2,2,100502,99498
6:3:5,0,-1,100503,99497
6:1:4,1,1,100502,99498
4:3:6,0,-1,100503,99497
4:4:1,1,1,100502,99498
6:5:1,1,1,100501,99499
4:2:4,0,-1,100502,99498
4:5:6,0,-1,100503,99497
5:4:6,0,-1,100504,99496
3:3:3,0,-1,100505,99495
6:5:4,0,-1,100506,99494
5:1:1,2,2,100504,99496
5:6:1,1,1,100503,99497
5:6:6,0,-1,100504,99496
2:4:1,1,1,100503,99497
4:1:4,1,1,100502,99498
2:2:3,0,-1,100503,99497
2:2:3,0,-1,100504,99496
2:4:6,0,-1,100505,99495
5:5:3,0,-1,100506,99494
3:4:5,0,-1,100507,99493
2:6:3,0,-1,100508,99492
1:5:3,1,1,100507,99493
1:3:5,1,1,100506,99494
4:2:4,0,-1,100507,99493
4:2:4,0,-1,100508,99492
2:6:6,0,-1,100509,99491
2:3:2,0,-1,100510,99490
4:2:1,1,1,100509,99491
2:5:4,0,-1,100510,99490
5:2:5,0,-1,100511,99489
6:4:5,0,-1,100512,99488
2:4:1,1,1,100511,99489
6:1:4,1,1,100510,99490
1:1:6,2,2,100508,99492
1:6:1,2,2,100506,99494
1:6:1,2,2,100504,99496
6:4:2,0,-1,100505,99495
5:4:3,0,-1,100506,99494
2:3:1,1,1,100505,99495
2:2:2,0,-1,100506,99494
5:2:5,0,-1,100507,99493
4:2:1,1,1,100506,99494
2:3:2,0,-1,100507,99493
6:1:2,1,1,100506,99494
2:3:4,0,-1,100507,99493
5:4:3,0,-1,100508,99492
2:3:5,0,-1,100509,99491
4:6:2,0,-1,100510,99490
6:6:3,0,-1,100511,99489
1:5:6,1,1,100510,99490
4:1:5,1,1,100509,99491
4:1:1,2,2,100507,99493
4:6:5,0,-1,100508,99492
1:4:3,1,1,100507,99493
1:3:2,1,1,100506,99494
5:4:5,0,-1,100507,99493
1:3:3,1,1,100506,99494
2:1:3,1,1,100505,99495
5:3:3,0,-1,100506,99494
3:6:6,0,-1,100507,99493
3:6:2,0,-1,100508,99492
5:5:6,0,-1,100509,99491
6:6:1,1,1,100508,99492
6:6:5,0,-1,100509,99491
2:4:6,0,-1,100510,99490
5:3:5,0,-1,100511,99489
3:1:3,1,1,100510,99490
4:6:6,0,-1,100511,99489
4:6:6,0,-1,100512,99488
1:6:4,1,1,100511,99489
4:6:2,0,-1,100512,99488
5:2:5,0,-1,100513,99487
4:6:4,0,-1,100514,99486
6:4:4,0,-1,100515,99485
6:4:6,0,-1,100516,99484
2:5:3,0,-1,100517,99483
6:1:4,1,1,100516,99484
5:1:6,1,1,100515,99485
2:3:1,1,1,100514,99486
6:6:2,0,-1,100515,99485
1:4:1,2,2,100513,99487
4:3:4,0,-1,100514,99486
5:5:6,0,-1,100515,99485
4:2:4,0,-1,100516,99484
1:5:6,1,1,100515,99485
3:6:4,0,-1,100516,99484
4:1:2,1,1,100515,99485
1:1:1,3,3,100512,99488
3:6:5,0,-1,100513,99487
4:4:6,0,-1,100514,99486
6:5:1,1,1,100513,99487
3:6:3,0,-1,100514,99486
4:4:4,0,-1,100515,99485
6:2:3,0,-1,100516,99484
4:6:3,0,-1,100517,99483
3:6:2,0,-1,100518,99482
5:2:5,0,-1,100519,99481
6:2:5,0,-1,100520,99480
3:3:5,0,-1,100521,99479
6:1:5,1,1,100520,99480
6:1:4,1,1,100519,99481
4:6:2,0,-1,100520,99480
2:4:4,0,-1,100521,99479
3:6:1,1,1,100520,99480
2:4:4,0,-1,100521,99479
1:2:4,1,1,100520,99480
2:6:1,1,1,100519,99481
6:3:2,0,-1,100520,99480
1:3:4,1,1,100519,99481
3:3:4,0,-1,100520,99480
6:6:2,0,-1,100521,99479
3:3:1,1,1,100520,99480
3:2:5,0,-1,100521,99479
1:5:3,1,1,100520,99480
1:6:4,1,1,100519,99481
5:4:4,0,-1,100520,99480
4:4:3,0,-1,100521,99479
1:5:3,1,1,100520,99480
4:6:3,0,-1,100521,99479
2:4:2,0,-1,100522,99478
5:5:4,0,-1,100523,99477
3:1:2,1,1,100522,99478
3:2:2,0,-1,100523,99477
6:4:1,1,1,100522,99478
4:2:6,0,-1,100523,99477
2:6:2,0,-1,100524,99476
6:1:4,1,1,100523,99477
5:1:2,1,1,100522,99478
6:3:3,0,-1,100523,99477
2:1:5,1,1,100522,99478
3:3:6,0,-1,100523,99477
5:1:2,1,1,100522,99478
5:1:1,2,2,100520,99480
2:3:5,0,-1,100521,99479
2:1:4,1,1,100520,99480
6:4:3,0,-1,100521,99479
2:2:2,0,-1,100522,99478
3:1:2,1,1,100521,99479
2:2:2,0,-1,100522,99478
4:1:5,1,1,100521,99479
6:4:3,0,-1,100522,99478
2:5:5,0,-1,100523,99477
1:1:4,2,2,100521,99479
3:3:3,0,-1,100522,99478
1:6:1,2,2,100520,99480
2:5:3,0,-1,100521,99479
3:6:1,1,1,100520,99480
5:2:4,0,-1,100521,99479
3:4:4,0,-1,100522,99478
2:1:4,1,1,100521,99479
6:1:2,1,1,100520,99480
6:4:1,1,1,100519,99481
5:3:2,0,-1,100520,99480
6:1:2,1,1,100519,99481
2:6:2,0,-1,100520,99480
6:3:3,0,-1,100521,99479
3:3:6,0,-1,100522,99478
6:6:6,0,-1,100523,99477
6:5:1,1,1,100522,99478
3:6:1,1,1,100521,99479
2:6:1,1,1,100520,99480
5:5:2,0,-1,100521,99479
5:1:3,1,1,100520,99480
1:6:3,1,1,100519,99481
2:6:5,0,-1,100520,99480
6:5:2,0,-1,100521,99479
5:5:4,0,-1,100522,99478
2:1:4,1,1,100521,99479
6:5:6,0,-1,100522,99478
6:6:4,0,-1,100523,99477
4:4:1,1,1,100522,99478
2:5:5,0,-1,100523,99477
3:4:2,0,-1,100524,99476
2:2:6,0,-1,100525,99475
4:5:1,1,1,100524,99476
6:5:4,0,-1,100525,99475
3:1:5,1,1,100524,99476
2:5:6,0,-1,100525,99475
1:5:3,1,1,100524,99476
1:2:3,1,1,100523,99477
2:1:3,1,1,100522,99478
1:5:2,1,1,100521,99479
6:6:3,0,-1,100522,99478
4:6:2,0,-1,100523,99477
2:3:5,0,-1,100524,99476
4:5:5,0,-1,100525,99475
2:6:2,0,-1,100526,99474
1:4:1,2,2,100524,99476
5:1:5,1,1,100523,99477
6:4:6,0,-1,100524,99476
3:5:5,0,-1,100525,99475
4:3:5,0,-1,100526,99474
3:4:5,0,-1,100527,99473
2:3:5,0,-1,100528,99472
1:2:2,1,1,100527,99473
1:6:5,1,1,100526,99474
2:3:2,0,-1,100527,99473
3:4:5,0,-1,100528,99472
2:2:1,1,1,100527,99473
1:6:5,1,1,100526,99474
1:6:6,1,1,100525,99475
2:3:5,0,-1,100526,99474
2:6:2,0,-1,100527,99473
6:6:6,0,-1,100528,99472
1:4:3,1,1,100527,99473
1:4:6,1,1,100526,99474
6:1:5,1,1,100525,99475
4:6:4,0,-1,100526,99474
6:5:6,0,-1,100527,99473
3:1:2,1,1,100526,99474
1:2:2,1,1,100525,99475
3:4:1,1,1,100524,99476
2:5:2,0,-1,100525,99475
4:6:3,0,-1,100526,99474
5:4:3,0,-1,100527,99473
2:1:4,1,1,100526,99474
4:6:2,0,-1,100527,99473
1:2:3,1,1,100526,99474
6:3:6,0,-1,100527,99473
5:3:4,0,-1,100528,99472
6:2:6,0,-1,100529,99471
1:3:2,1,1,100528,99472
6:3:5,0,-1,100529,99471
2:5:6,0,-1,100530,99470
6:3:6,0,-1,100531,99469
6:1:1,2,2,100529,99471
3:1:6,1,1,100528,99472
5:6:6,0,-1,100529,99471
6:5:2,0,-1,100530,99470
2:1:5,1,1,100529,99471
3:5:2,0,-1,100530,99470
3:4:3,0,-1,100531,99469
1:3:1,2,2,100529,99471
1:5:6,1,1,100528,99472
4:5:2,0,-1,100529,99471
6:4:5,0,-1,100530,99470
4:1:6,1,1,100529,99471
5:4:6,0,-1,100530,99470
3:1:5,1,1,100529,99471
3:6:5,0,-1,100530,99470
6:1:3,1,1,100529,99471
6:4:6,0,-1,100530,99470
4:1:4,1,1,100529,99471
2:1:4,1,1,100528,99472
6:1:5,1,1,100527,99473
3:3:4,0,-1,100528,99472
1:6:2,1,1,100527,99473
2:4:6,0,-1,100528,99472
6:3:6,0,-1,100529,99471
1:4:6,1,1,100528,99472
2:1:5,1,1,100527,99473
1:1:1,3,3,100524,99476
2:6:3,0,-1,100525,99475
6:4:3,0,-1,100526,99474
1:6:4,1,1,100525,99475
3:1:1,2,2,100523,99477
3:3:6,0,-1,100524,99476
5:5:1,1,1,100523,99477
4:3:6,0,-1,100524,99476
4:4:3,0,-1,100525,99475
4:2:5,0,-1,100526,99474
2:3:3,0,-1,100527,99473
6:2:6,0,-1,100528,99472
5:6:6,0,-1,100529,99471
1:3:4,1,1,100528,99472
4:6:5,0,-1,100529,99471
3:5:6,0,-1,100530,99470
3:1:1,2,2,100528,99472
2:6:5,0,-1,100529,99471
4:4:5,0,-1,100530,99470
2:5:3,0,-1,100531,99469
2:5:4,0,-1,100532,99468
4:6:1,1,1,100531,99469
3:3:1,1,1,100530,99470
6:3:2,0,-1,100531,99469
6:6:2,0,-1,100532,99468
5:2:6,0,-1,100533,99467
6:5:6,0,-1,100534,99466
4:4:5,0,-1,100535,99465
1:2:3,1,1,100534,99466
2:1:5,1,1,100533,99467
1:4:5,1,1,100532,99468
3:6:4,0,-1,100533,99467
3:1:3,1,1,100532,99468
4:5:1,1,1,100531,99469
3:1:5,1,1,100530,99470
1:5:4,1,1,100529,99471
2:6:1,1,1,100528,99472
6:5:1,1,1,100527,99473
1:6:2,1,1,100526,99474
1:4:6,1,1,100525,99475
6:3:1,1,1,100524,99476
3:2:3,0,-1,100525,99475
2:1:4,1,1,100524,99476
4:3:4,0,-1,100525,99475
5:5:4,0,-1,100526,99474
4:5:1,1,1,100525,99475
4:5:3,0,-1,100526,99474
5:3:4,0,-1,100527,99473
4:1:1,2,2,100525,99475
5:3:6,0,-1,100526,99474
5:3:6,0,-1,100527,99473
2:2:2,0,-1,100528,99472
1:3:3,1,1,100527,99473
6:2:5,0,-1,100528,99472
4:2:6,0,-1,100529,99471
5:1:5,1,1,100528,99472
2:3:2,0,-1,100529,99471
5:5:6,0,-1,100530,99470
6:6:2,0,-1,100531,99469
6:4:1,1,1,100530,99470
2:2:1,1,1,100529,99471
2:3:3,0,-1,100530,99470
6:2:3,0,-1,100531,99469
2:5:5,0,-1,100532,99468
3:6:5,0,-1,100533,99467
2:6:1,1,1,100532,99468
5:4:4,0,-1,100533,99467
2:1:3,1,1,100532,99468
2:5:5,0,-1,100533,99467
4:6:1,1,1,100532,99468
1:5:3,1,1,100531,99469
2:1:4,1,1,100530,99470
5:6:5,0,-1,100531,99469
6:4:1,1,1,100530,99470
1:6:1,2,2,100528,99472
1:6:4,1,1,100527,99473
4:5:5,0,-1,100528,99472
5:2:6,0,-1,100529,99471
5:5:4,0,-1,100530,99470
3:2:2,0,-1,100531,99469
3:2:3,0,-1,100532,99468
1:6:6,1,1,100531,99469
1:6:5,1,1,100530,99470
1:6:2,1,1,100529,99471
2:3:4,0,-1,100530,99470
3:4:3,0,-1,100531,99469
4:2:5,0,-1,100532,99468
2:6:2,0,-1,100533,99467
3:5:4,0,-1,100534,99466
4:6:6,0,-1,100535,99465
6:6:3,0,-1,100536,99464
2:6:3,0,-1,100537,99463
5:1:2,1,1,100536,99464
3:1:6,1,1,100535,99465
1:4:4,1,1,100534,99466
6:5:3,0,-1,100535,99465
5:2:4,0,-1,100536,99464
3:3:3,0,-1,100537,99463
2:1:5,1,1,100536,99464
2:2:1,1,1,100535,99465
1:6:4,1,1,100534,99466
4:2:3,0,-1,100535,99465
1:4:4,1,1,100534,99466
4:6:6,0,-1,100535,99465
5:2:3,0,-1,100536,99464
3:1:2,1,1,100535,99465
6:5:3,0,-1,100536,99464
2:1:3,1,1,100535,99465
4:3:1,1,1,100534,99466
3:2:4,0,-1,100535,99465
3:5:2,0,-1,100536,99464
2:2:2,0,-1,100537,99463
4:3:6,0,-1,100538,99462
6:2:1,1,1,100537,99463
1:4:6,1,1,100536,99464
5:5:1,1,1,100535,99465
5:2:6,0,-1,100536,99464
2:3:4,0,-1,100537,99463
6:6:1,1,1,100536,99464
4:5:5,0,-1,100537,99463
2:2:1,1,1,100536,99464
1:4:3,1,1,100535,99465
3:6:5,0,-1,100536,99464
6:1:3,1,1,100535,99465
2:2:5,0,-1,100536,99464
5:1:6,1,1,100535,99465
3:5:3,0,-1,100536,99464
3:2:5,0,-1,100537,99463
2:1:4,1,1,100536,99464
6:5:5,0,-1,100537,99463
1:5:4,1,1,100536,99464
3:2:4,0,-1,100537,99463
5:5:6,0,-1,100538,99462
6:3:1,1,1,100537,99463
3:5:4,0,-1,100538,99462
5:5:2,0,-1,100539,99461
2:6:5,0,-1,100540,99460
3:1:1,2,2,100538,99462
4:2:4,0,-1,100539,99461
2:6:6,0,-1,100540,99460
6:3:2,0,-1,100541,99459
4:4:6,0,-1,100542,99458
4:6:3,0,-1,100543,99457
6:3:4,0,-1,100544,99456
2:6:2,0,-1,100545,99455
3:2:3,0,-1,100546,99454
6:6:6,0,-1,100547,99453
5:5:3,0,-1,100548,99452
5:5:3,0,-1,100549,99451
6:2:4,0,-1,100550,99450
2:6:4,0,-1,100551,99449
4:2:2,0,-1,100552,99448
3:6:2,0,-1,100553,99447
3:2:4,0,-1,100554,99446
2:5:6,0,-1,100555,99445
5:1:5,1,1,100554,99446
6:3:6,0,-1,100555,99445
2:3:1,1,1,100554,99446
5:5:2,0,-1,100555,99445
1:1:3,2,2,100553,99447
5:2:4,0,-1,100554,99446
1:1:3,2,2,100552,99448
1:5:3,1,1,100551,99449
3:3:4,0,-1,100552,99448
2:4:4,0,-1,100553,99447
4:1:2,1,1,100552,99448
6:1:6,1,1,100551,99449
4:2:5,0,-1,100552,99448
1:5:6,1,1,100551,99449
1:6:2,1,1,100550,99450
1:3:3,1,1,100549,99451
6:3:3,0,-1,100550,99450
6:3:3,0,-1,100551,99449
2:2:5,0,-1,100552,99448
1:2:2,1,1,100551,99449
6:2:6,0,-1,100552,99448
4:2:1,1,1,100551,99449
2:1:3,1,1,100550,99450
6:3:2,0,-1,100551,99449
1:6:4,1,1,100550,99450
1:5:6,1,1,100549,99451
3:5:1,1,1,100548,99452
1:3:4,1,1,100547,99453
1:4:6,1,1,100546,99454
3:2:1,1,1,100545,99455
4:5:1,1,1,100544,99456
3:2:2,0,-1,100545,99455
5:5:1,1,1,100544,99456
2:6:6,0,-1,100545,99455
3:1:2,1,1,100544,99456
4:1:5,1,1,100543,99457
3:5:1,1,1,100542,99458
5:5:2,0,-1,100543,99457
5:6:5,0,-1,100544,99456
6:4:3,0,-1,100545,99455
3:1:3,1,1,100544,99456
3:2:5,0,-1,100545,99455
1:1:2,2,2,100543,99457
2:2:4,0,-1,100544,99456
4:1:6,1,1,100543,99457
5:5:6,0,-1,100544,99456
4:4:2,0,-1,100545,99455
5:2:6,0,-1,100546,99454
5:2:3,0,-1,100547,99453
3:3:3,0,-1,100548,99452
2:2:1,1,1,100547,99453
6:6:5,0,-1,100548,99452
4:2:1,1,1,100547,99453
4:1:6,1,1,100546,99454
3:5:2,0,-1,100547,99453
2:1:3,1,1,100546,99454
2:2:3,0,-1,100547,99453
1:4:3,1,1,100546,99454
2:6:2,0,-1,100547,99453
1:3:2,1,1,100546,99454
5:4:2,0,-1,100547,99453
1:4:1,2,2,100545,99455
4:3:4,0,-1,100546,99454
2:6:5,0,-1,100547,99453
6:4:1,1,1,100546,99454
4:3:5,0,-1,100547,99453
6:3:2,0,-1,100548,99452
1:3:1,2,2,100546,99454
6:3:6,0,-1,100547,99453
3:4:4,0,-1,100548,99452
4:3:3,0,-1,100549,99451
1:2:5,1,1,100548,99452
4:2:4,0,-1,100549,99451
2:5:3,0,-1,100550,99450
1:1:3,2,2,100548,99452
6:1:1,2,2,100546,99454
2:4:3,0,-1,100547,99453
5:2:5,0,-1,100548,99452
2:6:2,0,-1,100549,99451
2:3:4,0,-1,100550,99450
5:1:4,1,1,100549,99451
1:1:4,2,2,100547,99453
1:6:6,1,1,100546,99454
1:4:5,1,1,100545,99455
6:2:6,0,-1,100546,99454
6:1:3,1,1,100545,99455
4:1:4,1,1,100544,99456
2:2:3,0,-1,100545,99455
2:4:5,0,-1,100546,99454
4:5:1,1,1,100545,99455
2:3:1,1,1,100544,99456
3:6:6,0,-1,100545,99455
4:1:2,1,1,100544,99456
5:4:1,1,1,100543,99457
6:5:4,0,-1,100544,99456
6:5:2,0,-1,100545,99455
2:1:6,1,1,100544,99456
6:3:2,0,-1,100545,99455
6:5:1,1,1,100544,99456
3:1:6,1,1,100543,99457
3:4:1,1,1,100542,99458
6:5:2,0,-1,100543,99457
4:2:5,0,-1,100544,99456
6:2:4,0,-1,100545,99455
5:2:6,0,-1,100546,99454
6:5:3,0,-1,100547,99453
3:4:2,0,-1,100548,99452
2:2:1,1,1,100547,99453
2:1:4,1,1,100546,99454
2:6:2,0,-1,100547,99453
6:5:6,0,-1,100548,99452
4:1:5,1,1,100547,99453
4:6:6,0,-1,100548,99452
2:4:4,0,-1,100549,99451
3:4:3,0,-1,100550,99450
4:1:6,1,1,100549,99451
3:5:3,0,-1,100550,99450
6:3:4,0,-1,100551,99449
3:6:2,0,-1,100552,99448
2:1:4,1,1,100551,99449
1:6:4,1,1,100550,99450
5:2:2,0,-1,100551,99449
4:3:3,0,-1,100552,99448
3:3:5,0,-1,100553,99447
2:5:5,0,-1,100554,99446
1:1:5,2,2,100552,99448
3:1:3,1,1,100551,99449
1:4:5,1,1,100550,99450
5:5:5,0,-1,100551,99449
1:4:6,1,1,100550,99450
6:4:1,1,1,100549,99451
5:3:6,0,-1,100550,99450
6:2:4,0,-1,100551,99449
5:1:6,1,1,100550,99450
6:5:6,0,-1,100551,99449
3:3:6,0,-1,100552,99448
2:1:1,2,2,100550,99450
5:1:2,1,1,100549,99451
4:2:3,0,-1,100550,99450
6:1:3,1,1,100549,99451
1:2:5,1,1,100548,99452
6:2:2,0,-1,100549,99451
2:4:5,0,-1,100550,99450
1:4:4,1,1,100549,99451
2:3:3,0,-1,100550,99450
5:5:2,0,-1,100551,99449
6:1:4,1,1,100550,99450
5:1:3,1,1,100549,99451
1:4:3,1,1,100548,99452
3:5:3,0,-1,100549,99451
6:1:4,1,1,100548,99452
4:5:1,1,1,100547,99453
2:5:1,1,1,100546,99454
2:2:4,0,-1,100547,99453
2:2:6,0,-1,100548,99452
4:4:1,1,1,100547,99453
5:4:1,1,1,100546,99454
2:6:5,0,-1,100547,99453
1:1:6,2,2,100545,99455
1:4:2,1,1,100544,99456
5:6:6,0,-1,100545,99455
6:2:3,0,-1,100546,99454
2:4:1,1,1,100545,99455
6:6:5,0,-1,100546,99454
3:3:1,1,1,100545,99455
5:1:3,1,1,100544,99456
5:3:4,0,-1,100545,99455
1:2:6,1,1,100544,99456
4:3:1,1,1,100543,99457
3:4:1,1,1,100542,99458
3:1:5,1,1,100541,99459
3:6:4,0,-1,100542,99458
6:5:3,0,-1,100543,99457
5:5:6,0,-1,100544,99456
5:1:5,1,1,100543,99457
4:3:4,0,-1,100544,99456
3:4:2,0,-1,100545,99455
5:3:6,0,-1,100546,99454
5:6:5,0,-1,100547,99453
1:6:3,1,1,100546,99454
6:6:2,0,-1,100547,99453
5:3:4,0,-1,100548,99452
1:6:5,1,1,100547,99453
1:3:6,1,1,100546,99454
5:6:5,0,-1,100547,99453
5:5:4,0,-1,100548,99452
1:3:3,1,1,100547,99453
3:5:6,0,-1,100548,99452
5:1:3,1,1,100547,99453
1:1:4,2,2,100545,99455
1:4:6,1,1,100544,99456
1:4:5,1,1,100543,99457
5:5:4,0,-1,100544,99456
4:5:4,0,-1,100545,99455
3:5:1,1,1,100544,99456
4:2:1,1,1,100543,99457
1:5:2,1,1,100542,99458
6:3:6,0,-1,100543,99457
6:4:1,1,1,100542,99458
2:2:1,1,1,100541,99459
3:1:3,1,1,100540,99460
4:6:5,0,-1,100541,99459
1:2:1,2,2,100539,99461
5:3:3,0,-1,100540,99460
2:3:1,1,1,100539,99461
2:6:2,0,-1,100540,99460
1:3:1,2,2,100538,99462
1:1:2,2,2,100536,99464
2:4:1,1,1,100535,99465
3:3:4,0,-1,100536,99464
4:3:1,1,1,100535,99465
3:3:3,0,-1,100536,99464
2:5:2,0,-1,100537,99463
2:2:6,0,-1,100538,99462
6:5:2,0,-1,100539,99461
5:2:1,1,1,100538,99462
5:2:5,0,-1,100539,99461
6:6:1,1,1,100538,99462
2:1:6,1,1,100537,99463
3:1:6,1,1,100536,99464
6:2:5,0,-1,100537,99463
1:3:4,1,1,100536,99464
2:3:5,0,-1,100537,99463
4:4:4,0,-1,100538,99462
