run set,number of matches,winning result,game master balance,player balance
5:6:3,1,1,101385,98615
1:6:6,0,-1,101386,98614
5:6:1,1,1,101385,98615
2:2:5,1,1,101384,98616
2:4:4,0,-1,101385,98615
1:4:6,0,-1,101386,98614
2:6:3,0,-1,101387,98613
3:5:5,2,2,101385,98615
4:1:6,0,-1,101386,98614
1:1:5,1,1,101385,98615
6:6:6,0,-1,101386,98614
3:6:5,1,1,101385,98615
6:6:5,1,1,101384,98616
5:3:5,2,2,101382,98618
4:1:6,0,-1,101383,98617
5:2:1,1,1,101382,98618
5:2:2,1,1,101381,98619
3:4:5,1,1,101380,98620
5:5:6,2,2,101378,98622
2:2:4,0,-1,101379,98621
2:3:5,1,1,101378,98622
5:5:6,2,2,101376,98624
4:3:5,1,1,101375,98625
4:4:2,0,-1,101376,98624
5:1:4,1,1,101375,98625
4:6:1,0,-1,101376,98624
5:1:6,1,1,101375,98625
6:3:3,0,-1,101376,98624
5:6:4,1,1,101375,98625
4:2:5,1,1,101374,98626
2:3:3,0,-1,101375,98625
3:2:2,0,-1,101376,98624
3:2:6,0,-1,101377,98623
1:2:3,0,-1,101378,98622
3:6:2,0,-1,101379,98621
1:3:4,0,-1,101380,98620
3:6:5,1,1,101379,98621
2:5:6,1,1,101378,98622
3:1:6,0,-1,101379,98621
2:2:6,0,-1,101380,98620
4:5:1,1,1,101379,98621
5:1:2,1,1,101378,98622
3:2:6,0,-1,101379,98621
2:6:4,0,-1,101380,98620
3:2:2,0,-1,101381,98619
6:6:4,0,-1,101382,98618
1:1:3,0,-1,101383,98617
2:1:1,0,-1,101384,98616
4:6:3,0,-1,101385,98615
4:5:2,1,1,101384,98616
3:2:3,0,-1,101385,98615
6:1:4,0,-1,101386,98614
2:4:5,1,1,101385,98615
5:2:1,1,1,101384,98616
5:2:4,1,1,101383,98617
2:4:2,0,-1,101384,98616
2:2:3,0,-1,101385,98615
4:2:4,0,-1,101386,98614
6:4:6,0,-1,101387,98613
4:3:5,1,1,101386,98614
6:3:4,0,-1,101387,98613
6:1:2,0,-1,101388,98612
3:2:4,0,-1,101389,98611
6:6:5,1,1,101388,98612
4:6:4,0,-1,101389,98611
1:4:6,0,-1,101390,98610
6:1:6,0,-1,101391,98609
5:3:3,1,1,101390,98610
3:3:1,0,-1,101391,98609
2:1:1,0,-1,101392,98608
6:5:4,1,1,101391,98609
4:1:5,1,1,101390,98610
4:4:3,0,-1,101391,98609
4:2:1,0,-1,101392,98608
4:6:1,0,-1,101393,98607
3:4:1,0,-1,101394,98606
5:2:3,1,1,101393,98607
1:4:6,0,-1,101394,98606
4:5:3,1,1,101393,98607
1:3:1,0,-1,101394,98606
6:1:5,1,1,101393,98607
3:4:5,1,1,101392,98608
2:2:6,0,-1,101393,98607
5:4:4,1,1,101392,98608
3:5:6,1,1,101391,98609
3:3:5,1,1,101390,98610
5:5:6,2,2,101388,98612
6:1:4,0,-1,101389,98611
6:3:3,0,-1,101390,98610
4:5:2,1,1,101389,98611
6:2:5,1,1,101388,98612
1:2:4,0,-1,101389,98611
3:1:6,0,-1,101390,98610
1:6:2,0,-1,101391,98609
3:2:6,0,-1,101392,98608
5:3:4,1,1,101391,98609
1:4:4,0,-1,101392,98608
6:3:6,0,-1,101393,98607
4:3:6,0,-1,101394,98606
2:3:6,0,-1,101395,98605
4:2:6,0,-1,101396,98604
6:4:1,0,-1,101397,98603
6:2:1,0,-1,101398,98602
2:1:1,0,-1,101399,98601
1:3:1,0,-1,101400,98600
2:5:3,1,1,101399,98601
2:1:2,0,-1,101400,98600
1:4:5,1,1,101399,98601
4:3:1,0,-1,101400,98600
4:2:3,0,-1,101401,98599
1:2:4,0,-1,101402,98598
5:6:1,1,1,101401,98599
3:2:2,0,-1,101402,98598
2:1:6,0,-1,101403,98597
3:3:6,0,-1,101404,98596
3:3:5,1,1,101403,98597
6:4:5,1,1,101402,98598
3:5:2,1,1,101401,98599
4:5:6,1,1,101400,98600
3:1:4,0,-1,101401,98599
1:6:6,0,-1,101402,98598
2:1:2,0,-1,101403,98597
4:5:2,1,1,101402,98598
2:1:4,0,-1,101403,98597
3:5:1,1,1,101402,98598
4:1:5,1,1,101401,98599
3:4:2,0,-1,101402,98598
2:3:5,1,1,101401,98599
4:1:6,0,-1,101402,98598
4:3:1,0,-1,101403,98597
6:3:2,0,-1,101404,98596
2:4:1,0,-1,101405,98595
3:2:1,0,-1,101406,98594
5:2:1,1,1,101405,98595
3:5:1,1,1,101404,98596
6:3:4,0,-1,101405,98595
2:1:6,0,-1,101406,98594
6:6:6,0,-1,101407,98593
2:4:3,0,-1,101408,98592
5:3:3,1,1,101407,98593
3:5:2,1,1,101406,98594
2:1:1,0,-1,101407,98593
5:6:4,1,1,101406,98594
3:6:5,1,1,101405,98595
6:6:4,0,-1,101406,98594
2:5:2,1,1,101405,98595
5:3:2,1,1,101404,98596
5:5:3,2,2,101402,98598
3:3:3,0,-1,101403,98597
6:1:1,0,-1,101404,98596
2:6:4,0,-1,101405,98595
5:3:2,1,1,101404,98596
2:2:4,0,-1,101405,98595
6:2:1,0,-1,101406,98594
1:3:5,1,1,101405,98595
5:1:6,1,1,101404,98596
2:1:2,0,-1,101405,98595
2:2:5,1,1,101404,98596
2:1:1,0,-1,101405,98595
1:1:4,0,-1,101406,98594
4:1:6,0,-1,101407,98593
5:1:6,1,1,101406,98594
5:4:5,2,2,101404,98596
6:5:4,1,1,101403,98597
2:5:4,1,1,101402,98598
6:4:3,0,-1,101403,98597
1:3:5,1,1,101402,98598
4:6:4,0,-1,101403,98597
1:3:2,0,-1,101404,98596
2:5:1,1,1,101403,98597
3:6:5,1,1,101402,98598
4:5:3,1,1,101401,98599
1:1:2,0,-1,101402,98598
6:4:4,0,-1,101403,98597
4:2:3,0,-1,101404,98596
3:4:1,0,-1,101405,98595
3:2:6,0,-1,101406,98594
1:3:3,0,-1,101407,98593
6:1:1,0,-1,101408,98592
1:3:2,0,-1,101409,98591
3:1:5,1,1,101408,98592
3:3:2,0,-1,101409,98591
4:1:3,0,-1,101410,98590
4:2:3,0,-1,101411,98589
4:5:4,1,1,101410,98590
6:6:4,0,-1,101411,98589
2:5:3,1,1,101410,98590
6:2:2,0,-1,101411,98589
1:4:6,0,-1,101412,98588
5:2:6,1,1,101411,98589
1:6:1,0,-1,101412,98588
2:4:1,0,-1,101413,98587
2:1:4,0,-1,101414,98586
5:6:1,1,1,101413,98587
3:3:4,0,-1,101414,98586
1:4:4,0,-1,101415,98585
3:1:1,0,-1,101416,98584
6:1:6,0,-1,101417,98583
3:6:5,1,1,101416,98584
1:4:2,0,-1,101417,98583
5:2:2,1,1,101416,98584
3:2:2,0,-1,101417,98583
4:6:5,1,1,101416,98584
5:2:6,1,1,101415,98585
6:6:6,0,-1,101416,98584
2:3:6,0,-1,101417,98583
1:2:2,0,-1,101418,98582
6:6:2,0,-1,101419,98581
4:1:6,0,-1,101420,98580
6:6:2,0,-1,101421,98579
1:1:1,0,-1,101422,98578
2:5:6,1,1,101421,98579
4:1:5,1,1,101420,98580
3:4:2,0,-1,101421,98579
2:1:4,0,-1,101422,98578
2:6:2,0,-1,101423,98577
6:4:1,0,-1,101424,98576
4:4:2,0,-1,101425,98575
3:1:3,0,-1,101426,98574
2:5:1,1,1,101425,98575
3:1:6,0,-1,101426,98574
4:4:1,0,-1,101427,98573
5:1:5,2,2,101425,98575
5:3:4,1,1,101424,98576
3:2:3,0,-1,101425,98575
2:1:1,0,-1,101426,98574
2:6:6,0,-1,101427,98573
4:5:2,1,1,101426,98574
5:4:3,1,1,101425,98575
2:5:1,1,1,101424,98576
4:2:1,0,-1,101425,98575
4:6:2,0,-1,101426,98574
4:6:3,0,-1,101427,98573
5:5:1,2,2,101425,98575
6:6:2,0,-1,101426,98574
3:5:1,1,1,101425,98575
3:2:5,1,1,101424,98576
2:5:5,2,2,101422,98578
1:5:6,1,1,101421,98579
2:1:6,0,-1,101422,98578
3:5:5,2,2,101420,98580
4:1:1,0,-1,101421,98579
4:6:1,0,-1,101422,98578
2:5:3,1,1,101421,98579
4:4:6,0,-1,101422,98578
3:3:3,0,-1,101423,98577
6:6:1,0,-1,101424,98576
5:6:6,1,1,101423,98577
2:6:4,0,-1,101424,98576
5:6:4,1,1,101423,98577
4:2:4,0,-1,101424,98576
3:1:1,0,-1,101425,98575
2:1:6,0,-1,101426,98574
5:2:4,1,1,101425,98575
4:2:2,0,-1,101426,98574
1:6:2,0,-1,101427,98573
4:1:2,0,-1,101428,98572
6:2:1,0,-1,101429,98571
1:2:6,0,-1,101430,98570
2:5:5,2,2,101428,98572
5:2:1,1,1,101427,98573
3:4:5,1,1,101426,98574
3:6:1,0,-1,101427,98573
6:5:5,2,2,101425,98575
4:4:1,0,-1,101426,98574
2:2:1,0,-1,101427,98573
6:5:6,1,1,101426,98574
6:4:3,0,-1,101427,98573
5:6:4,1,1,101426,98574
2:6:1,0,-1,101427,98573
6:5:5,2,2,101425,98575
3:2:4,0,-1,101426,98574
3:5:5,2,2,101424,98576
4:2:5,1,1,101423,98577
5:5:3,2,2,101421,98579
1:5:1,1,1,101420,98580
1:4:2,0,-1,101421,98579
6:4:6,0,-1,101422,98578
5:5:4,2,2,101420,98580
5:2:3,1,1,101419,98581
2:4:3,0,-1,101420,98580
5:1:4,1,1,101419,98581
5:2:3,1,1,101418,98582
1:1:2,0,-1,101419,98581
2:5:1,1,1,101418,98582
2:6:3,0,-1,101419,98581
1:6:4,0,-1,101420,98580
2:4:5,1,1,101419,98581
4:2:2,0,-1,101420,98580
3:5:4,1,1,101419,98581
2:2:5,1,1,101418,98582
4:5:2,1,1,101417,98583
3:4:5,1,1,101416,98584
3:5:2,1,1,101415,98585
4:6:3,0,-1,101416,98584
5:4:6,1,1,101415,98585
5:5:5,3,3,101412,98588
2:6:6,0,-1,101413,98587
6:4:5,1,1,101412,98588
5:5:4,2,2,101410,98590
6:1:1,0,-1,101411,98589
6:5:3,1,1,101410,98590
2:2:5,1,1,101409,98591
4:3:1,0,-1,101410,98590
1:5:4,1,1,101409,98591
4:3:6,0,-1,101410,98590
5:3:4,1,1,101409,98591
6:1:6,0,-1,101410,98590
2:4:6,0,-1,101411,98589
3:5:3,1,1,101410,98590
4:3:4,0,-1,101411,98589
6:3:4,0,-1,101412,98588
3:2:6,0,-1,101413,98587
5:1:6,1,1,101412,98588
1:2:1,0,-1,101413,98587
2:4:1,0,-1,101414,98586
5:2:6,1,1,101413,98587
4:2:5,1,1,101412,98588
2:4:1,0,-1,101413,98587
2:5:1,1,1,101412,98588
2:1:2,0,-1,101413,98587
2:3:5,1,1,101412,98588
6:4:1,0,-1,101413,98587
5:1:4,1,1,101412,98588
6:3:6,0,-1,101413,98587
3:2:3,0,-1,101414,98586
5:1:6,1,1,101413,98587
2:4:4,0,-1,101414,98586
6:3:6,0,-1,101415,98585
3:2:3,0,-1,101416,98584
3:1:5,1,1,101415,98585
6:5:3,1,1,101414,98586
2:2:4,0,-1,101415,98585
5:6:2,1,1,101414,98586
3:2:1,0,-1,101415,98585
6:2:2,0,-1,101416,98584
6:6:5,1,1,101415,98585
4:5:1,1,1,101414,98586
3:2:2,0,-1,101415,98585
5:6:6,1,1,101414,98586
3:4:3,0,-1,101415,98585
5:3:6,1,1,101414,98586
6:5:4,1,1,101413,98587
5:2:2,1,1,101412,98588
6:4:3,0,-1,101413,98587
5:3:6,1,1,101412,98588
6:6:3,0,-1,101413,98587
3:6:6,0,-1,101414,98586
3:3:2,0,-1,101415,98585
6:1:1,0,-1,101416,98584
2:6:2,0,-1,101417,98583
1:2:3,0,-1,101418,98582
6:1:6,0,-1,101419,98581
5:1:3,1,1,101418,98582
5:5:1,2,2,101416,98584
3:3:1,0,-1,101417,98583
6:5:6,1,1,101416,98584
3:2:6,0,-1,101417,98583
2:6:5,1,1,101416,98584
1:4:1,0,-1,101417,98583
5:4:2,1,1,101416,98584
4:1:1,0,-1,101417,98583
5:5:5,3,3,101414,98586
3:3:1,0,-1,101415,98585
4:3:2,0,-1,101416,98584
5:5:1,2,2,101414,98586
1:5:3,1,1,101413,98587
6:5:3,1,1,101412,98588
5:2:1,1,1,101411,98589
6:2:2,0,-1,101412,98588
3:1:6,0,-1,101413,98587
1:3:3,0,-1,101414,98586
3:5:6,1,1,101413,98587
6:5:2,1,1,101412,98588
1:5:6,1,1,101411,98589
2:2:6,0,-1,101412,98588
1:2:1,0,-1,101413,98587
5:5:2,2,2,101411,98589
6:4:6,0,-1,101412,98588
3:1:3,0,-1,101413,98587
4:5:2,1,1,101412,98588
5:1:4,1,1,101411,98589
4:2:6,0,-1,101412,98588
2:2:5,1,1,101411,98589
6:1:3,0,-1,101412,98588
3:4:1,0,-1,101413,98587
4:3:1,0,-1,101414,98586
4:3:2,0,-1,101415,98585
1:2:6,0,-1,101416,98584
5:5:5,3,3,101413,98587
3:6:4,0,-1,101414,98586
5:1:1,1,1,101413,98587
4:1:6,0,-1,101414,98586
6:2:6,0,-1,101415,98585
2:6:6,0,-1,101416,98584
1:1:6,0,-1,101417,98583
1:1:1,0,-1,101418,98582
3:1:1,0,-1,101419,98581
4:5:2,1,1,101418,98582
4:5:5,2,2,101416,98584
2:5:3,1,1,101415,98585
2:5:1,1,1,101414,98586
6:2:5,1,1,101413,98587
1:3:4,0,-1,101414,98586
2:6:1,0,-1,101415,98585
4:2:4,0,-1,101416,98584
3:6:3,0,-1,101417,98583
6:4:5,1,1,101416,98584
6:3:3,0,-1,101417,98583
4:5:4,1,1,101416,98584
2:6:3,0,-1,101417,98583
1:4:1,0,-1,101418,98582
5:2:2,1,1,101417,98583
1:3:4,0,-1,101418,98582
3:3:2,0,-1,101419,98581
5:5:5,3,3,101416,98584
6:3:1,0,-1,101417,98583
5:5:4,2,2,101415,98585
3:1:3,0,-1,101416,98584
6:2:6,0,-1,101417,98583
3:2:4,0,-1,101418,98582
5:2:5,2,2,101416,98584
2:3:6,0,-1,101417,98583
4:3:1,0,-1,101418,98582
5:5:2,2,2,101416,98584
5:4:3,1,1,101415,98585
2:5:3,1,1,101414,98586
4:3:3,0,-1,101415,98585
3:1:6,0,-1,101416,98584
6:2:1,0,-1,101417,98583
1:1:5,1,1,101416,98584
5:4:6,1,1,101415,98585
6:2:3,0,-1,101416,98584
6:6:5,1,1,101415,98585
2:6:2,0,-1,101416,98584
1:5:3,1,1,101415,98585
2:5:6,1,1,101414,98586
4:6:5,1,1,101413,98587
6:2:2,0,-1,101414,98586
5:5:5,3,3,101411,98589
4:2:1,0,-1,101412,98588
3:5:5,2,2,101410,98590
3:2:2,0,-1,101411,98589
2:5:4,1,1,101410,98590
1:3:6,0,-1,101411,98589
5:4:4,1,1,101410,98590
5:5:1,2,2,101408,98592
1:2:1,0,-1,101409,98591
2:2:2,0,-1,101410,98590
4:6:5,1,1,101409,98591
1:1:5,1,1,101408,98592
2:5:3,1,1,101407,98593
2:6:6,0,-1,101408,98592
3:4:1,0,-1,101409,98591
1:6:1,0,-1,101410,98590
4:3:1,0,-1,101411,98589
2:1:2,0,-1,101412,98588
2:6:6,0,-1,101413,98587
6:4:1,0,-1,101414,98586
5:1:1,1,1,101413,98587
6:6:2,0,-1,101414,98586
6:1:6,0,-1,101415,98585
6:4:6,0,-1,101416,98584
6:2:4,0,-1,101417,98583
6:5:1,1,1,101416,98584
6:3:5,1,1,101415,98585
4:6:5,1,1,101414,98586
4:2:6,0,-1,101415,98585
6:4:6,0,-1,101416,98584
5:1:6,1,1,101415,98585
1:1:6,0,-1,101416,98584
3:2:2,0,-1,101417,98583
2:2:2,0,-1,101418,98582
5:6:3,1,1,101417,98583
5:3:1,1,1,101416,98584
6:3:1,0,-1,101417,98583
6:6:5,1,1,101416,98584
4:5:4,1,1,101415,98585
4:3:5,1,1,101414,98586
3:2:2,0,-1,101415,98585
1:1:2,0,-1,101416,98584
5:2:1,1,1,101415,98585
3:6:4,0,-1,101416,98584
4:4:1,0,-1,101417,98583
2:6:4,0,-1,101418,98582
3:3:5,1,1,101417,98583
5:6:5,2,2,101415,98585
3:3:2,0,-1,101416,98584
1:6:1,0,-1,101417,98583
4:4:4,0,-1,101418,98582
3:6:1,0,-1,101419,98581
6:1:2,0,-1,101420,98580
2:1:1,0,-1,101421,98579
3:2:5,1,1,101420,98580
3:1:5,1,1,101419,98581
1:6:1,0,-1,101420,98580
2:3:5,1,1,101419,98581
2:6:5,1,1,101418,98582
5:4:6,1,1,101417,98583
2:3:2,0,-1,101418,98582
5:4:4,1,1,101417,98583
3:4:6,0,-1,101418,98582
4:2:3,0,-1,101419,98581
5:1:4,1,1,101418,98582
2:4:4,0,-1,101419,98581
1:6:1,0,-1,101420,98580
3:2:6,0,-1,101421,98579
5:5:3,2,2,101419,98581
4:3:1,0,-1,101420,98580
4:1:3,0,-1,101421,98579
5:4:1,1,1,101420,98580
4:6:3,0,-1,101421,98579
6:4:3,0,-1,101422,98578
2:5:5,2,2,101420,98580
4:2:4,0,-1,101421,98579
3:2:5,1,1,101420,98580
3:3:5,1,1,101419,98581
4:4:1,0,-1,101420,98580
6:3:5,1,1,101419,98581
3:1:2,0,-1,101420,98580
1:2:2,0,-1,101421,98579
6:2:5,1,1,101420,98580
5:1:2,1,1,101419,98581
6:1:3,0,-1,101420,98580
6:5:3,1,1,101419,98581
5:3:3,1,1,101418,98582
5:1:6,1,1,101417,98583
4:1:4,0,-1,101418,98582
5:6:1,1,1,101417,98583
3:2:1,0,-1,101418,98582
6:3:5,1,1,101417,98583
1:1:5,1,1,101416,98584
4:1:2,0,-1,101417,98583
6:1:2,0,-1,101418,98582
4:4:5,1,1,101417,98583
5:4:1,1,1,101416,98584
5:3:4,1,1,101415,98585
6:1:5,1,1,101414,98586
2:5:4,1,1,101413,98587
5:2:6,1,1,101412,98588
6:5:4,1,1,101411,98589
6:6:5,1,1,101410,98590
4:5:5,2,2,101408,98592
2:3:1,0,-1,101409,98591
5:2:1,1,1,101408,98592
4:3:5,1,1,101407,98593
5:1:1,1,1,101406,98594
2:2:2,0,-1,101407,98593
2:6:1,0,-1,101408,98592
2:5:5,2,2,101406,98594
5:5:6,2,2,101404,98596
1:4:5,1,1,101403,98597
2:3:2,0,-1,101404,98596
3:6:1,0,-1,101405,98595
2:3:4,0,-1,101406,98594
3:4:6,0,-1,101407,98593
5:4:1,1,1,101406,98594
6:1:3,0,-1,101407,98593
6:1:3,0,-1,101408,98592
2:2:4,0,-1,101409,98591
4:4:3,0,-1,101410,98590
2:6:5,1,1,101409,98591
6:4:1,0,-1,101410,98590
2:1:6,0,-1,101411,98589
6:6:1,0,-1,101412,98588
6:1:6,0,-1,101413,98587
2:2:6,0,-1,101414,98586
1:3:3,0,-1,101415,98585
3:3:4,0,-1,101416,98584
3:3:2,0,-1,101417,98583
2:3:3,0,-1,101418,98582
5:6:6,1,1,101417,98583
2:2:4,0,-1,101418,98582
4:5:4,1,1,101417,98583
6:1:4,0,-1,101418,98582
4:4:4,0,-1,101419,98581
3:3:6,0,-1,101420,98580
2:5:3,1,1,101419,98581
4:3:2,0,-1,101420,98580
4:6:6,0,-1,101421,98579
1:4:2,0,-1,101422,98578
5:6:1,1,1,101421,98579
4:5:6,1,1,101420,98580
5:6:5,2,2,101418,98582
1:1:4,0,-1,101419,98581
1:6:6,0,-1,101420,98580
6:6:5,1,1,101419,98581
6:5:6,1,1,101418,98582
2:1:4,0,-1,101419,98581
4:2:6,0,-1,101420,98580
6:6:3,0,-1,101421,98579
6:4:3,0,-1,101422,98578
5:4:1,1,1,101421,98579
6:6:3,0,-1,101422,98578
4:6:4,0,-1,101423,98577
5:4:2,1,1,101422,98578
1:3:3,0,-1,101423,98577
4:5:6,1,1,101422,98578
4:1:3,0,-1,101423,98577
5:5:6,2,2,101421,98579
3:2:4,0,-1,101422,98578
4:6:3,0,-1,101423,98577
4:1:6,0,-1,101424,98576
2:5:6,1,1,101423,98577
4:5:5,2,2,101421,98579
6:5:2,1,1,101420,98580
4:3:3,0,-1,101421,98579
6:4:4,0,-1,101422,98578
2:3:2,0,-1,101423,98577
3:3:4,0,-1,101424,98576
1:2:4,0,-1,101425,98575
1:6:6,0,-1,101426,98574
6:2:5,1,1,101425,98575
3:5:1,1,1,101424,98576
1:3:4,0,-1,101425,98575
1:4:5,1,1,101424,98576
6:3:5,1,1,101423,98577
2:1:6,0,-1,101424,98576
6:5:5,2,2,101422,98578
3:4:5,1,1,101421,98579
1:4:6,0,-1,101422,98578
5:3:2,1,1,101421,98579
2:5:1,1,1,101420,98580
1:1:4,0,-1,101421,98579
5:5:3,2,2,101419,98581
6:5:6,1,1,101418,98582
4:3:3,0,-1,101419,98581
5:4:5,2,2,101417,98583
6:2:5,1,1,101416,98584
6:1:1,0,-1,101417,98583
1:4:3,0,-1,101418,98582
3:2:1,0,-1,101419,98581
5:3:1,1,1,101418,98582
5:4:5,2,2,101416,98584
4:5:6,1,1,101415,98585
5:6:6,1,1,101414,98586
1:3:6,0,-1,101415,98585
6:2:1,0,-1,101416,98584
2:1:4,0,-1,101417,98583
1:5:5,2,2,101415,98585
1:3:6,0,-1,101416,98584
6:1:5,1,1,101415,98585
2:1:4,0,-1,101416,98584
3:6:5,1,1,101415,98585
5:6:5,2,2,101413,98587
3:2:2,0,-1,101414,98586
5:2:5,2,2,101412,98588
4:1:1,0,-1,101413,98587
3:6:5,1,1,101412,98588
3:6:2,0,-1,101413,98587
1:1:5,1,1,101412,98588
1:4:5,1,1,101411,98589
6:4:4,0,-1,101412,98588
2:2:2,0,-1,101413,98587
5:3:3,1,1,101412,98588
3:3:3,0,-1,101413,98587
2:3:5,1,1,101412,98588
4:1:6,0,-1,101413,98587
6:4:3,0,-1,101414,98586
4:2:6,0,-1,101415,98585
6:3:1,0,-1,101416,98584
2:3:6,0,-1,101417,98583
6:6:2,0,-1,101418,98582
1:2:6,0,-1,101419,98581
6:5:1,1,1,101418,98582
5:5:5,3,3,101415,98585
3:3:5,1,1,101414,98586
3:5:2,1,1,101413,98587
1:4:1,0,-1,101414,98586
2:2:6,0,-1,101415,98585
5:6:5,2,2,101413,98587
2:3:3,0,-1,101414,98586
2:2:5,1,1,101413,98587
6:5:4,1,1,101412,98588
3:4:5,1,1,101411,98589
2:3:5,1,1,101410,98590
4:3:1,0,-1,101411,98589
6:6:5,1,1,101410,98590
3:6:1,0,-1,101411,98589
1:3:4,0,-1,101412,98588
5:4:2,1,1,101411,98589
2:2:3,0,-1,101412,98588
2:5:5,2,2,101410,98590
4:1:3,0,-1,101411,98589
3:1:2,0,-1,101412,98588
2:2:1,0,-1,101413,98587
6:2:3,0,-1,101414,98586
2:1:3,0,-1,101415,98585
2:5:5,2,2,101413,98587
2:4:4,0,-1,101414,98586
2:6:5,1,1,101413,98587
4:3:1,0,-1,101414,98586
6:6:1,0,-1,101415,98585
1:2:2,0,-1,101416,98584
6:4:5,1,1,101415,98585
4:6:4,0,-1,101416,98584
5:5:2,2,2,101414,98586
2:1:1,0,-1,101415,98585
1:4:4,0,-1,101416,98584
5:3:4,1,1,101415,98585
6:3:3,0,-1,101416,98584
3:4:6,0,-1,101417,98583
1:2:2,0,-1,101418,98582
6:6:4,0,-1,101419,98581
5:4:5,2,2,101417,98583
5:2:4,1,1,101416,98584
1:2:5,1,1,101415,98585
6:4:2,0,-1,101416,98584
5:1:6,1,1,101415,98585
4:4:4,0,-1,101416,98584
5:1:2,1,1,101415,98585
4:3:6,0,-1,101416,98584
5:6:2,1,1,101415,98585
3:4:5,1,1,101414,98586
3:5:4,1,1,101413,98587
4:6:3,0,-1,101414,98586
5:4:5,2,2,101412,98588
5:4:4,1,1,101411,98589
1:4:2,0,-1,101412,98588
3:1:6,0,-1,101413,98587
2:2:6,0,-1,101414,98586
6:4:3,0,-1,101415,98585
6:5:1,1,1,101414,98586
2:5:3,1,1,101413,98587
5:4:4,1,1,101412,98588
6:5:1,1,1,101411,98589
3:4:3,0,-1,101412,98588
5:5:1,2,2,101410,98590
4:4:1,0,-1,101411,98589
6:4:6,0,-1,101412,98588
5:2:3,1,1,101411,98589
3:6:2,0,-1,101412,98588
5:1:2,1,1,101411,98589
4:6:2,0,-1,101412,98588
4:3:1,0,-1,101413,98587
6:5:2,1,1,101412,98588
3:3:4,0,-1,101413,98587
6:1:3,0,-1,101414,98586
3:2:5,1,1,101413,98587
6:5:1,1,1,101412,98588
2:3:1,0,-1,101413,98587
1:6:4,0,-1,101414,98586
5:1:4,1,1,101413,98587
3:5:2,1,1,101412,98588
5:1:3,1,1,101411,98589
4:5:1,1,1,101410,98590
6:1:3,0,-1,101411,98589
3:3:1,0,-1,101412,98588
3:3:3,0,-1,101413,98587
5:4:5,2,2,101411,98589
6:4:2,0,-1,101412,98588
3:3:4,0,-1,101413,98587
3:4:6,0,-1,101414,98586
2:4:6,0,-1,101415,98585
6:2:2,0,-1,101416,98584
6:3:3,0,-1,101417,98583
1:4:6,0,-1,101418,98582
1:1:2,0,-1,101419,98581
2:3:2,0,-1,101420,98580
6:4:4,0,-1,101421,98579
6:3:1,0,-1,101422,98578
3:6:3,0,-1,101423,98577
1:4:6,0,-1,101424,98576
4:1:2,0,-1,101425,98575
6:3:3,0,-1,101426,98574
5:5:6,2,2,101424,98576
4:3:6,0,-1,101425,98575
1:3:4,0,-1,101426,98574
2:1:5,1,1,101425,98575
3:6:5,1,1,101424,98576
6:5:1,1,1,101423,98577
1:6:3,0,-1,101424,98576
6:4:1,0,-1,101425,98575
5:4:4,1,1,101424,98576
1:3:2,0,-1,101425,98575
5:2:3,1,1,101424,98576
6:4:3,0,-1,101425,98575
1:2:6,0,-1,101426,98574
3:5:1,1,1,101425,98575
5:6:1,1,1,101424,98576
6:3:5,1,1,101423,98577
5:1:3,1,1,101422,98578
1:6:3,0,-1,101423,98577
6:2:2,0,-1,101424,98576
3:4:3,0,-1,101425,98575
2:1:3,0,-1,101426,98574
2:3:1,0,-1,101427,98573
2:1:3,0,-1,101428,98572
6:3:5,1,1,101427,98573
1:2:5,1,1,101426,98574
1:1:5,1,1,101425,98575
2:1:5,1,1,101424,98576
5:2:2,1,1,101423,98577
1:5:5,2,2,101421,98579
4:6:6,0,-1,101422,98578
3:1:6,0,-1,101423,98577
3:6:5,1,1,101422,98578
6:2:5,1,1,101421,98579
3:3:3,0,-1,101422,98578
4:1:4,0,-1,101423,98577
2:5:3,1,1,101422,98578
6:4:3,0,-1,101423,98577
5:1:6,1,1,101422,98578
6:5:2,1,1,101421,98579
3:1:6,0,-1,101422,98578
5:3:2,1,1,101421,98579
4:2:3,0,-1,101422,98578
2:2:2,0,-1,101423,98577
6:1:5,1,1,101422,98578
6:1:2,0,-1,101423,98577
6:5:5,2,2,101421,98579
4:4:3,0,-1,101422,98578
4:5:2,1,1,101421,98579
4:5:3,1,1,101420,98580
6:5:3,1,1,101419,98581
6:2:4,0,-1,101420,98580
2:4:1,0,-1,101421,98579
1:1:4,0,-1,101422,98578
5:3:2,1,1,101421,98579
1:1:5,1,1,101420,98580
4:1:1,0,-1,101421,98579
6:5:2,1,1,101420,98580
1:5:3,1,1,101419,98581
3:5:3,1,1,101418,98582
1:6:5,1,1,101417,98583
4:1:3,0,-1,101418,98582
1:4:2,0,-1,101419,98581
4:5:6,1,1,101418,98582
2:2:1,0,-1,101419,98581
3:3:1,0,-1,101420,98580
4:1:3,0,-1,101421,98579
6:4:5,1,1,101420,98580
1:6:4,0,-1,101421,98579
2:5:2,1,1,101420,98580
2:2:5,1,1,101419,98581
4:3:1,0,-1,101420,98580
3:3:2,0,-1,101421,98579
6:1:2,0,-1,101422,98578
1:6:3,0,-1,101423,98577
3:1:6,0,-1,101424,98576
3:2:1,0,-1,101425,98575
4:2:2,0,-1,101426,98574
1:5:4,1,1,101425,98575
6:3:5,1,1,101424,98576
