run set,number of matches,winning result,game master balance,player balance
1:1:6,1,1,100368,99632
1:2:5,0,-1,100369,99631
4:4:4,0,-1,100370,99630
4:3:2,0,-1,100371,99629
1:4:1,0,-1,100372,99628
4:4:4,0,-1,100373,99627
4:4:6,1,1,100372,99628
4:4:3,0,-1,100373,99627
3:5:2,0,-1,100374,99626
3:2:5,0,-1,100375,99625
3:5:1,0,-1,100376,99624
2:6:3,1,1,100375,99625
6:4:3,1,1,100374,99626
5:3:2,0,-1,100375,99625
4:5:1,0,-1,100376,99624
2:6:3,1,1,100375,99625
1:2:4,0,-1,100376,99624
3:1:3,0,-1,100377,99623
1:2:4,0,-1,100378,99622
2:2:6,1,1,100377,99623
5:6:3,1,1,100376,99624
5:4:6,1,1,100375,99625
1:2:4,0,-1,100376,99624
2:3:3,0,-1,100377,99623
6:4:3,1,1,100376,99624
6:2:4,1,1,100375,99625
3:4:5,0,-1,100376,99624
1:5:2,0,-1,100377,99623
6:1:1,1,1,100376,99624
2:4:1,0,-1,100377,99623
1:5:3,0,-1,100378,99622
1:4:3,0,-1,100379,99621
1:1:3,0,-1,100380,99620
1:6:2,1,1,100379,99621
5:5:4,0,-1,100380,99620
3:6:1,1,1,100379,99621
2:4:4,0,-1,100380,99620
5:3:5,0,-1,100381,99619
1:2:5,0,-1,100382,99618
2:6:5,1,1,100381,99619
4:6:4,1,1,100380,99620
4:5:2,0,-1,100381,99619
3:5:5,0,-1,100382,99618
1:3:6,1,1,100381,99619
6:5:2,1,1,100380,99620
6:5:5,1,1,100379,99621
3:5:4,0,-1,100380,99620
6:6:6,3,3,100377,99623
6:4:3,1,1,100376,99624
4:4:4,0,-1,100377,99623
5:4:2,0,-1,100378,99622
5:3:1,0,-1,100379,99621
1:2:1,0,-1,100380,99620
1:1:5,0,-1,100381,99619
6:1:5,1,1,100380,99620
4:5:6,1,1,100379,99621
2:4:5,0,-1,100380,99620
4:6:6,2,2,100378,99622
4:5:1,0,-1,100379,99621
5:5:4,0,-1,100380,99620
3:5:4,0,-1,100381,99619
6:4:4,1,1,100380,99620
1:4:1,0,-1,100381,99619
6:4:3,1,1,100380,99620
5:2:6,1,1,100379,99621
3:3:3,0,-1,100380,99620
1:2:5,0,-1,100381,99619
2:5:5,0,-1,100382,99618
1:1:6,1,1,100381,99619
5:2:1,0,-1,100382,99618
2:3:6,1,1,100381,99619
2:4:6,1,1,100380,99620
4:6:5,1,1,100379,99621
3:3:6,1,1,100378,99622
5:2:4,0,-1,100379,99621
2:6:1,1,1,100378,99622
4:6:2,1,1,100377,99623
3:3:6,1,1,100376,99624
4:5:4,0,-1,100377,99623
6:1:5,1,1,100376,99624
4:6:5,1,1,100375,99625
3:2:5,0,-1,100376,99624
5:6:1,1,1,100375,99625
4:4:1,0,-1,100376,99624
2:2:5,0,-1,100377,99623
1:6:6,2,2,100375,99625
4:5:1,0,-1,100376,99624
6:2:6,2,2,100374,99626
6:5:5,1,1,100373,99627
6:2:5,1,1,100372,99628
6:1:6,2,2,100370,99630
3:1:6,1,1,100369,99631
3:4:3,0,-1,100370,99630
4:3:1,0,-1,100371,99629
2:4:6,1,1,100370,99630
6:2:3,1,1,100369,99631
4:2:5,0,-1,100370,99630
3:4:1,0,-1,100371,99629
1:3:5,0,-1,100372,99628
1:1:5,0,-1,100373,99627
4:1:3,0,-1,100374,99626
4:2:2,0,-1,100375,99625
1:4:1,0,-1,100376,99624
5:5:3,0,-1,100377,99623
3:5:2,0,-1,100378,99622
6:3:5,1,1,100377,99623
3:2:3,0,-1,100378,99622
1:2:2,0,-1,100379,99621
4:5:6,1,1,100378,99622
3:5:1,0,-1,100379,99621
6:3:4,1,1,100378,99622
1:5:1,0,-1,100379,99621
2:2:5,0,-1,100380,99620
1:2:4,0,-1,100381,99619
5:3:4,0,-1,100382,99618
4:6:3,1,1,100381,99619
5:6:2,1,1,100380,99620
1:2:4,0,-1,100381,99619
2:1:5,0,-1,100382,99618
4:3:6,1,1,100381,99619
1:5:4,0,-1,100382,99618
4:3:4,0,-1,100383,99617
4:1:2,0,-1,100384,99616
2:4:5,0,-1,100385,99615
6:6:3,2,2,100383,99617
3:3:1,0,-1,100384,99616
5:2:4,0,-1,100385,99615
2:3:4,0,-1,100386,99614
1:2:1,0,-1,100387,99613
4:5:4,0,-1,100388,99612
1:6:6,2,2,100386,99614
3:2:1,0,-1,100387,99613
4:4:3,0,-1,100388,99612
4:6:3,1,1,100387,99613
4:1:5,0,-1,100388,99612
2:4:6,1,1,100387,99613
2:6:4,1,1,100386,99614
2:1:5,0,-1,100387,99613
3:6:1,1,1,100386,99614
5:3:1,0,-1,100387,99613
1:1:6,1,1,100386,99614
6:6:6,3,3,100383,99617
4:6:2,1,1,100382,99618
6:3:3,1,1,100381,99619
5:1:2,0,-1,100382,99618
1:6:6,2,2,100380,99620
4:2:4,0,-1,100381,99619
2:5:2,0,-1,100382,99618
2:6:3,1,1,100381,99619
4:6:5,1,1,100380,99620
5:6:3,1,1,100379,99621
1:6:5,1,1,100378,99622
3:1:4,0,-1,100379,99621
6:2:2,1,1,100378,99622
2:1:6,1,1,100377,99623
5:5:1,0,-1,100378,99622
4:1:2,0,-1,100379,99621
1:6:5,1,1,100378,99622
1:6:4,1,1,100377,99623
1:3:4,0,-1,100378,99622
5:5:2,0,-1,100379,99621
3:1:2,0,-1,100380,99620
4:4:4,0,-1,100381,99619
4:3:5,0,-1,100382,99618
6:1:1,1,1,100381,99619
3:4:3,0,-1,100382,99618
4:5:2,0,-1,100383,99617
4:3:4,0,-1,100384,99616
2:1:3,0,-1,100385,99615
3:3:6,1,1,100384,99616
3:5:6,1,1,100383,99617
4:5:3,0,-1,100384,99616
6:3:2,1,1,100383,99617
1:5:1,0,-1,100384,99616
1:3:2,0,-1,100385,99615
3:6:2,1,1,100384,99616
2:3:3,0,-1,100385,99615
6:4:1,1,1,100384,99616
6:4:1,1,1,100383,99617
6:1:5,1,1,100382,99618
2:5:3,0,-1,100383,99617
5:4:5,0,-1,100384,99616
2:5:6,1,1,100383,99617
4:2:1,0,-1,100384,99616
3:1:3,0,-1,100385,99615
2:4:5,0,-1,100386,99614
2:4:3,0,-1,100387,99613
2:1:6,1,1,100386,99614
3:4:3,0,-1,100387,99613
1:2:2,0,-1,100388,99612
3:5:4,0,-1,100389,99611
5:2:6,1,1,100388,99612
1:1:6,1,1,100387,99613
3:5:6,1,1,100386,99614
3:1:5,0,-1,100387,99613
3:4:2,0,-1,100388,99612
6:1:1,1,1,100387,99613
2:3:3,0,-1,100388,99612
1:4:1,0,-1,100389,99611
6:3:3,1,1,100388,99612
6:6:2,2,2,100386,99614
5:4:3,0,-1,100387,99613
6:2:1,1,1,100386,99614
5:3:1,0,-1,100387,99613
5:2:3,0,-1,100388,99612
5:1:6,1,1,100387,99613
5:3:5,0,-1,100388,99612
4:4:3,0,-1,100389,99611
3:1:6,1,1,100388,99612
3:6:3,1,1,100387,99613
4:2:2,0,-1,100388,99612
6:5:4,1,1,100387,99613
5:3:3,0,-1,100388,99612
2:1:2,0,-1,100389,99611
2:5:1,0,-1,100390,99610
5:5:1,0,-1,100391,99609
3:3:5,0,-1,100392,99608
6:5:3,1,1,100391,99609
2:2:4,0,-1,100392,99608
6:4:3,1,1,100391,99609
6:4:4,1,1,100390,99610
6:6:5,2,2,100388,99612
4:5:3,0,-1,100389,99611
1:2:2,0,-1,100390,99610
2:5:4,0,-1,100391,99609
6:4:6,2,2,100389,99611
4:3:5,0,-1,100390,99610
3:1:2,0,-1,100391,99609
3:4:2,0,-1,100392,99608
5:2:2,0,-1,100393,99607
5:3:3,0,-1,100394,99606
3:4:1,0,-1,100395,99605
1:6:2,1,1,100394,99606
4:1:4,0,-1,100395,99605
6:5:5,1,1,100394,99606
5:4:6,1,1,100393,99607
1:4:2,0,-1,100394,99606
5:1:2,0,-1,100395,99605
1:6:5,1,1,100394,99606
3:1:3,0,-1,100395,99605
5:5:5,0,-1,100396,99604
1:5:4,0,-1,100397,99603
1:1:4,0,-1,100398,99602
3:2:2,0,-1,100399,99601
3:6:3,1,1,100398,99602
5:5:1,0,-1,100399,99601
5:6:4,1,1,100398,99602
2:4:3,0,-1,100399,99601
1:3:1,0,-1,100400,99600
5:5:6,1,1,100399,99601
1:5:2,0,-1,100400,99600
4:1:2,0,-1,100401,99599
2:1:1,0,-1,100402,99598
6:6:2,2,2,100400,99600
3:3:5,0,-1,100401,99599
1:2:6,1,1,100400,99600
5:6:1,1,1,100399,99601
3:5:2,0,-1,100400,99600
2:3:3,0,-1,100401,99599
5:5:6,1,1,100400,99600
3:1:3,0,-1,100401,99599
2:2:1,0,-1,100402,99598
3:5:5,0,-1,100403,99597
3:1:5,0,-1,100404,99596
1:2:1,0,-1,100405,99595
6:3:4,1,1,100404,99596
3:1:6,1,1,100403,99597
4:4:4,0,-1,100404,99596
3:2:2,0,-1,100405,99595
2:3:6,1,1,100404,99596
4:2:5,0,-1,100405,99595
6:6:5,2,2,100403,99597
3:5:4,0,-1,100404,99596
2:6:5,1,1,100403,99597
1:5:4,0,-1,100404,99596
5:4:6,1,1,100403,99597
1:4:4,0,-1,100404,99596
2:4:5,0,-1,100405,99595
5:1:2,0,-1,100406,99594
4:6:1,1,1,100405,99595
1:3:4,0,-1,100406,99594
6:4:4,1,1,100405,99595
2:4:5,0,-1,100406,99594
4:6:5,1,1,100405,99595
6:4:2,1,1,100404,99596
4:6:6,2,2,100402,99598
6:6:4,2,2,100400,99600
5:2:4,0,-1,100401,99599
3:3:5,0,-1,100402,99598
1:6:1,1,1,100401,99599
5:3:1,0,-1,100402,99598
4:1:1,0,-1,100403,99597
4:1:1,0,-1,100404,99596
2:2:5,0,-1,100405,99595
1:3:1,0,-1,100406,99594
1:1:5,0,-1,100407,99593
6:5:4,1,1,100406,99594
5:4:2,0,-1,100407,99593
2:5:6,1,1,100406,99594
2:2:2,0,-1,100407,99593
4:6:2,1,1,100406,99594
2:2:3,0,-1,100407,99593
3:1:5,0,-1,100408,99592
2:1:3,0,-1,100409,99591
5:4:5,0,-1,100410,99590
5:1:6,1,1,100409,99591
3:4:6,1,1,100408,99592
2:4:5,0,-1,100409,99591
2:2:4,0,-1,100410,99590
6:5:4,1,1,100409,99591
4:6:1,1,1,100408,99592
6:4:1,1,1,100407,99593
5:2:1,0,-1,100408,99592
1:4:5,0,-1,100409,99591
3:6:2,1,1,100408,99592
4:2:1,0,-1,100409,99591
6:1:3,1,1,100408,99592
1:2:4,0,-1,100409,99591
4:6:4,1,1,100408,99592
6:5:6,2,2,100406,99594
4:2:6,1,1,100405,99595
5:3:3,0,-1,100406,99594
3:2:6,1,1,100405,99595
6:2:1,1,1,100404,99596
6:2:5,1,1,100403,99597
4:6:2,1,1,100402,99598
4:6:4,1,1,100401,99599
6:1:2,1,1,100400,99600
5:1:5,0,-1,100401,99599
1:4:4,0,-1,100402,99598
1:1:2,0,-1,100403,99597
2:4:5,0,-1,100404,99596
5:2:5,0,-1,100405,99595
4:4:1,0,-1,100406,99594
4:2:5,0,-1,100407,99593
5:4:2,0,-1,100408,99592
2:2:6,1,1,100407,99593
6:3:5,1,1,100406,99594
1:5:4,0,-1,100407,99593
1:1:6,1,1,100406,99594
1:2:3,0,-1,100407,99593
6:2:3,1,1,100406,99594
5:1:6,1,1,100405,99595
3:6:5,1,1,100404,99596
6:6:5,2,2,100402,99598
3:3:4,0,-1,100403,99597
6:3:2,1,1,100402,99598
4:5:1,0,-1,100403,99597
6:1:1,1,1,100402,99598
6:4:5,1,1,100401,99599
6:1:1,1,1,100400,99600
4:1:1,0,-1,100401,99599
2:3:6,1,1,100400,99600
4:5:4,0,-1,100401,99599
1:2:3,0,-1,100402,99598
5:6:2,1,1,100401,99599
6:1:5,1,1,100400,99600
6:6:3,2,2,100398,99602
6:2:6,2,2,100396,99604
6:6:3,2,2,100394,99606
1:2:3,0,-1,100395,99605
5:1:4,0,-1,100396,99604
4:5:6,1,1,100395,99605
1:1:3,0,-1,100396,99604
6:5:3,1,1,100395,99605
6:2:3,1,1,100394,99606
3:4:6,1,1,100393,99607
3:4:3,0,-1,100394,99606
2:4:5,0,-1,100395,99605
3:4:2,0,-1,100396,99604
5:6:6,2,2,100394,99606
5:6:1,1,1,100393,99607
6:2:4,1,1,100392,99608
5:1:4,0,-1,100393,99607
1:2:4,0,-1,100394,99606
6:1:6,2,2,100392,99608
2:1:1,0,-1,100393,99607
3:2:3,0,-1,100394,99606
3:1:1,0,-1,100395,99605
6:4:5,1,1,100394,99606
2:4:6,1,1,100393,99607
5:3:3,0,-1,100394,99606
5:1:3,0,-1,100395,99605
3:1:2,0,-1,100396,99604
6:5:1,1,1,100395,99605
5:1:3,0,-1,100396,99604
1:6:1,1,1,100395,99605
6:3:6,2,2,100393,99607
5:2:4,0,-1,100394,99606
4:5:4,0,-1,100395,99605
1:2:1,0,-1,100396,99604
4:5:4,0,-1,100397,99603
4:5:6,1,1,100396,99604
4:4:4,0,-1,100397,99603
5:5:4,0,-1,100398,99602
6:4:4,1,1,100397,99603
4:5:4,0,-1,100398,99602
2:1:6,1,1,100397,99603
4:6:5,1,1,100396,99604
4:4:1,0,-1,100397,99603
6:6:5,2,2,100395,99605
6:5:4,1,1,100394,99606
5:5:5,0,-1,100395,99605
5:4:3,0,-1,100396,99604
3:1:2,0,-1,100397,99603
3:4:6,1,1,100396,99604
3:2:4,0,-1,100397,99603
5:1:3,0,-1,100398,99602
5:2:3,0,-1,100399,99601
6:5:4,1,1,100398,99602
6:6:4,2,2,100396,99604
3:1:4,0,-1,100397,99603
5:6:3,1,1,100396,99604
1:2:1,0,-1,100397,99603
4:6:5,1,1,100396,99604
6:4:6,2,2,100394,99606
6:6:2,2,2,100392,99608
1:4:4,0,-1,100393,99607
1:5:4,0,-1,100394,99606
1:2:6,1,1,100393,99607
1:1:6,1,1,100392,99608
3:5:3,0,-1,100393,99607
3:5:1,0,-1,100394,99606
4:6:3,1,1,100393,99607
2:5:2,0,-1,100394,99606
2:3:6,1,1,100393,99607
6:1:1,1,1,100392,99608
3:5:4,0,-1,100393,99607
5:4:4,0,-1,100394,99606
3:4:1,0,-1,100395,99605
4:5:3,0,-1,100396,99604
2:1:1,0,-1,100397,99603
4:6:2,1,1,100396,99604
1:2:4,0,-1,100397,99603
4:6:1,1,1,100396,99604
5:3:6,1,1,100395,99605
3:5:3,0,-1,100396,99604
1:6:2,1,1,100395,99605
5:1:1,0,-1,100396,99604
2:5:5,0,-1,100397,99603
4:6:1,1,1,100396,99604
1:5:1,0,-1,100397,99603
4:5:2,0,-1,100398,99602
6:3:3,1,1,100397,99603
6:6:3,2,2,100395,99605
3:4:2,0,-1,100396,99604
1:6:6,2,2,100394,99606
2:1:4,0,-1,100395,99605
6:6:3,2,2,100393,99607
1:3:2,0,-1,100394,99606
2:5:3,0,-1,100395,99605
5:1:2,0,-1,100396,99604
2:5:4,0,-1,100397,99603
4:4:1,0,-1,100398,99602
1:5:5,0,-1,100399,99601
3:4:5,0,-1,100400,99600
1:4:2,0,-1,100401,99599
6:2:2,1,1,100400,99600
3:1:5,0,-1,100401,99599
3:1:6,1,1,100400,99600
5:4:2,0,-1,100401,99599
1:4:1,0,-1,100402,99598
5:3:5,0,-1,100403,99597
4:1:6,1,1,100402,99598
3:3:2,0,-1,100403,99597
3:1:5,0,-1,100404,99596
1:2:2,0,-1,100405,99595
2:4:6,1,1,100404,99596
6:6:4,2,2,100402,99598
2:1:5,0,-1,100403,99597
2:6:2,1,1,100402,99598
1:4:5,0,-1,100403,99597
1:3:6,1,1,100402,99598
1:3:4,0,-1,100403,99597
3:2:2,0,-1,100404,99596
3:2:1,0,-1,100405,99595
3:3:1,0,-1,100406,99594
6:4:5,1,1,100405,99595
5:3:5,0,-1,100406,99594
4:2:3,0,-1,100407,99593
5:2:3,0,-1,100408,99592
5:3:6,1,1,100407,99593
6:5:2,1,1,100406,99594
2:1:5,0,-1,100407,99593
3:1:2,0,-1,100408,99592
1:4:5,0,-1,100409,99591
4:3:3,0,-1,100410,99590
3:1:4,0,-1,100411,99589
5:4:3,0,-1,100412,99588
3:1:3,0,-1,100413,99587
3:6:1,1,1,100412,99588
1:4:4,0,-1,100413,99587
3:3:6,1,1,100412,99588
5:2:1,0,-1,100413,99587
4:5:1,0,-1,100414,99586
3:5:5,0,-1,100415,99585
1:1:1,0,-1,100416,99584
5:2:2,0,-1,100417,99583
5:6:5,1,1,100416,99584
2:1:3,0,-1,100417,99583
4:2:5,0,-1,100418,99582
5:5:1,0,-1,100419,99581
6:2:2,1,1,100418,99582
6:4:6,2,2,100416,99584
1:2:2,0,-1,100417,99583
5:5:6,1,1,100416,99584
3:5:5,0,-1,100417,99583
2:2:2,0,-1,100418,99582
5:3:2,0,-1,100419,99581
4:6:5,1,1,100418,99582
6:3:3,1,1,100417,99583
3:4:2,0,-1,100418,99582
5:1:4,0,-1,100419,99581
4:4:3,0,-1,100420,99580
6:2:3,1,1,100419,99581
3:2:2,0,-1,100420,99580
6:2:4,1,1,100419,99581
3:2:5,0,-1,100420,99580
4:2:3,0,-1,100421,99579
5:6:3,1,1,100420,99580
2:4:6,1,1,100419,99581
3:2:2,0,-1,100420,99580
1:6:4,1,1,100419,99581
4:3:5,0,-1,100420,99580
6:5:2,1,1,100419,99581
6:6:4,2,2,100417,99583
4:2:5,0,-1,100418,99582
6:4:5,1,1,100417,99583
4:4:2,0,-1,100418,99582
1:6:3,1,1,100417,99583
2:3:3,0,-1,100418,99582
5:1:2,0,-1,100419,99581
2:6:6,2,2,100417,99583
6:2:4,1,1,100416,99584
1:3:4,0,-1,100417,99583
6:2:3,1,1,100416,99584
4:5:3,0,-1,100417,99583
1:4:1,0,-1,100418,99582
3:1:2,0,-1,100419,99581
2:6:6,2,2,100417,99583
3:2:3,0,-1,100418,99582
4:5:3,0,-1,100419,99581
1:5:3,0,-1,100420,99580
1:2:4,0,-1,100421,99579
2:1:4,0,-1,100422,99578
1:5:3,0,-1,100423,99577
1:3:3,0,-1,100424,99576
4:4:5,0,-1,100425,99575
1:5:4,0,-1,100426,99574
6:4:3,1,1,100425,99575
1:3:4,0,-1,100426,99574
4:3:1,0,-1,100427,99573
1:2:6,1,1,100426,99574
4:6:2,1,1,100425,99575
3:4:2,0,-1,100426,99574
2:5:5,0,-1,100427,99573
2:2:3,0,-1,100428,99572
5:2:5,0,-1,100429,99571
1:5:1,0,-1,100430,99570
2:4:3,0,-1,100431,99569
1:3:1,0,-1,100432,99568
4:5:4,0,-1,100433,99567
2:1:1,0,-1,100434,99566
3:5:1,0,-1,100435,99565
4:3:5,0,-1,100436,99564
2:6:5,1,1,100435,99565
3:1:2,0,-1,100436,99564
3:3:5,0,-1,100437,99563
6:6:4,2,2,100435,99565
2:1:1,0,-1,100436,99564
2:5:6,1,1,100435,99565
3:1:6,1,1,100434,99566
3:2:4,0,-1,100435,99565
6:1:4,1,1,100434,99566
6:4:5,1,1,100433,99567
4:6:3,1,1,100432,99568
5:2:4,0,-1,100433,99567
1:6:1,1,1,100432,99568
1:1:2,0,-1,100433,99567
4:2:4,0,-1,100434,99566
3:5:3,0,-1,100435,99565
3:6:3,1,1,100434,99566
6:1:5,1,1,100433,99567
6:5:5,1,1,100432,99568
3:5:5,0,-1,100433,99567
6:2:4,1,1,100432,99568
2:3:3,0,-1,100433,99567
1:3:5,0,-1,100434,99566
4:3:2,0,-1,100435,99565
2:6:6,2,2,100433,99567
6:5:1,1,1,100432,99568
4:2:4,0,-1,100433,99567
2:6:4,1,1,100432,99568
3:5:3,0,-1,100433,99567
2:1:5,0,-1,100434,99566
3:1:3,0,-1,100435,99565
4:1:4,0,-1,100436,99564
2:6:3,1,1,100435,99565
4:6:1,1,1,100434,99566
5:5:5,0,-1,100435,99565
5:3:3,0,-1,100436,99564
6:3:6,2,2,100434,99566
4:6:6,2,2,100432,99568
5:4:5,0,-1,100433,99567
5:3:1,0,-1,100434,99566
4:4:2,0,-1,100435,99565
3:6:5,1,1,100434,99566
2:4:2,0,-1,100435,99565
6:6:3,2,2,100433,99567
1:5:1,0,-1,100434,99566
6:1:4,1,1,100433,99567
1:3:2,0,-1,100434,99566
3:5:6,1,1,100433,99567
5:3:3,0,-1,100434,99566
5:2:5,0,-1,100435,99565
6:5:6,2,2,100433,99567
2:1:5,0,-1,100434,99566
2:1:5,0,-1,100435,99565
1:3:1,0,-1,100436,99564
5:5:4,0,-1,100437,99563
5:2:6,1,1,100436,99564
5:1:6,1,1,100435,99565
2:5:2,0,-1,100436,99564
3:3:2,0,-1,100437,99563
1:5:1,0,-1,100438,99562
3:1:1,0,-1,100439,99561
2:3:1,0,-1,100440,99560
1:1:6,1,1,100439,99561
2:4:2,0,-1,100440,99560
1:6:4,1,1,100439,99561
3:6:1,1,1,100438,99562
4:4:6,1,1,100437,99563
2:1:6,1,1,100436,99564
5:4:4,0,-1,100437,99563
4:4:1,0,-1,100438,99562
3:3:2,0,-1,100439,99561
2:2:4,0,-1,100440,99560
6:1:6,2,2,100438,99562
5:5:5,0,-1,100439,99561
1:3:5,0,-1,100440,99560
5:3:5,0,-1,100441,99559
1:3:3,0,-1,100442,99558
4:2:2,0,-1,100443,99557
2:5:4,0,-1,100444,99556
1:6:6,2,2,100442,99558
3:4:1,0,-1,100443,99557
3:1:2,0,-1,100444,99556
6:1:6,2,2,100442,99558
2:5:6,1,1,100441,99559
2:2:2,0,-1,100442,99558
2:1:5,0,-1,100443,99557
4:2:6,1,1,100442,99558
3:2:3,0,-1,100443,99557
4:3:3,0,-1,100444,99556
6:1:4,1,1,100443,99557
4:3:2,0,-1,100444,99556
4:6:4,1,1,100443,99557
2:2:3,0,-1,100444,99556
2:2:3,0,-1,100445,99555
6:6:2,2,2,100443,99557
5:1:3,0,-1,100444,99556
3:2:6,1,1,100443,99557
5:1:1,0,-1,100444,99556
3:6:2,1,1,100443,99557
3:6:1,1,1,100442,99558
4:6:1,1,1,100441,99559
4:4:5,0,-1,100442,99558
6:5:5,1,1,100441,99559
5:2:4,0,-1,100442,99558
3:4:6,1,1,100441,99559
6:3:3,1,1,100440,99560
6:4:4,1,1,100439,99561
2:6:1,1,1,100438,99562
5:6:2,1,1,100437,99563
5:4:4,0,-1,100438,99562
3:6:1,1,1,100437,99563
4:3:3,0,-1,100438,99562
2:3:1,0,-1,100439,99561
4:1:5,0,-1,100440,99560
5:5:2,0,-1,100441,99559
1:2:3,0,-1,100442,99558
4:4:1,0,-1,100443,99557
3:5:2,0,-1,100444,99556
3:4:6,1,1,100443,99557
1:1:5,0,-1,100444,99556
2:4:4,0,-1,100445,99555
4:1:1,0,-1,100446,99554
6:2:6,2,2,100444,99556
2:2:5,0,-1,100445,99555
5:5:5,0,-1,100446,99554
2:3:1,0,-1,100447,99553
6:3:2,1,1,100446,99554
3:6:6,2,2,100444,99556
2:5:3,0,-1,100445,99555
4:2:1,0,-1,100446,99554
3:2:2,0,-1,100447,99553
1:6:1,1,1,100446,99554
5:1:3,0,-1,100447,99553
4:4:5,0,-1,100448,99552
4:4:6,1,1,100447,99553
4:2:5,0,-1,100448,99552
5:5:6,1,1,100447,99553
4:5:3,0,-1,100448,99552
6:6:1,2,2,100446,99554
3:1:2,0,-1,100447,99553
3:6:1,1,1,100446,99554
4:4:1,0,-1,100447,99553
3:5:3,0,-1,100448,99552
1:5:3,0,-1,100449,99551
6:4:4,1,1,100448,99552
4:3:4,0,-1,100449,99551
2:4:4,0,-1,100450,99550
3:3:2,0,-1,100451,99549
4:6:3,1,1,100450,99550
1:4:3,0,-1,100451,99549
2:1:4,0,-1,100452,99548
6:3:1,1,1,100451,99549
1:4:1,0,-1,100452,99548
6:6:3,2,2,100450,99550
5:6:1,1,1,100449,99551
3:3:4,0,-1,100450,99550
2:4:1,0,-1,100451,99549
2:4:3,0,-1,100452,99548
2:1:2,0,-1,100453,99547
3:6:5,1,1,100452,99548
1:4:1,0,-1,100453,99547
1:6:1,1,1,100452,99548
6:1:4,1,1,100451,99549
4:4:3,0,-1,100452,99548
4:5:3,0,-1,100453,99547
2:2:1,0,-1,100454,99546
4:3:4,0,-1,100455,99545
5:1:6,1,1,100454,99546
4:1:6,1,1,100453,99547
4:3:3,0,-1,100454,99546
6:6:5,2,2,100452,99548
6:3:4,1,1,100451,99549
5:2:1,0,-1,100452,99548
4:6:4,1,1,100451,99549
6:3:4,1,1,100450,99550
3:1:3,0,-1,100451,99549
5:1:4,0,-1,100452,99548
6:3:1,1,1,100451,99549
6:4:2,1,1,100450,99550
1:4:2,0,-1,100451,99549
6:4:3,1,1,100450,99550
3:2:4,0,-1,100451,99549
2:5:2,0,-1,100452,99548
5:2:5,0,-1,100453,99547
6:1:2,1,1,100452,99548
5:5:6,1,1,100451,99549
2:6:5,1,1,100450,99550
2:1:2,0,-1,100451,99549
2:3:6,1,1,100450,99550
6:4:4,1,1,100449,99551
6:5:2,1,1,100448,99552
4:3:3,0,-1,100449,99551
4:1:2,0,-1,100450,99550
4:2:4,0,-1,100451,99549
5:2:1,0,-1,100452,99548
2:4:3,0,-1,100453,99547
3:3:1,0,-1,100454,99546
6:2:6,2,2,100452,99548
3:1:4,0,-1,100453,99547
4:1:2,0,-1,100454,99546
4:1:1,0,-1,100455,99545
5:6:6,2,2,100453,99547
2:3:1,0,-1,100454,99546
1:6:2,1,1,100453,99547
3:5:3,0,-1,100454,99546
6:6:4,2,2,100452,99548
6:4:6,2,2,100450,99550
5:5:1,0,-1,100451,99549
4:3:5,0,-1,100452,99548
2:2:5,0,-1,100453,99547
2:5:5,0,-1,100454,99546
1:5:3,0,-1,100455,99545
5:1:3,0,-1,100456,99544
1:2:1,0,-1,100457,99543
1:2:4,0,-1,100458,99542
1:4:4,0,-1,100459,99541
2:1:6,1,1,100458,99542
6:4:1,1,1,100457,99543
3:4:2,0,-1,100458,99542
1:5:3,0,-1,100459,99541
3:1:2,0,-1,100460,99540
6:1:1,1,1,100459,99541
1:5:1,0,-1,100460,99540
1:6:3,1,1,100459,99541
1:5:6,1,1,100458,99542
2:4:1,0,-1,100459,99541
4:6:5,1,1,100458,99542
3:6:6,2,2,100456,99544
3:4:3,0,-1,100457,99543
6:1:5,1,1,100456,99544
2:1:4,0,-1,100457,99543
3:5:2,0,-1,100458,99542
5:1:1,0,-1,100459,99541
4:2:3,0,-1,100460,99540
4:6:6,2,2,100458,99542
4:5:3,0,-1,100459,99541
4:6:4,1,1,100458,99542
3:5:5,0,-1,100459,99541
2:1:4,0,-1,100460,99540
3:2:2,0,-1,100461,99539
5:5:4,0,-1,100462,99538
3:1:6,1,1,100461,99539
3:6:4,1,1,100460,99540
4:4:6,1,1,100459,99541
6:1:2,1,1,100458,99542
4:3:2,0,-1,100459,99541
4:1:4,0,-1,100460,99540
3:1:1,0,-1,100461,99539
3:6:3,1,1,100460,99540
3:5:4,0,-1,100461,99539
4:5:4,0,-1,100462,99538
2:5:4,0,-1,100463,99537
3:2:2,0,-1,100464,99536
6:5:2,1,1,100463,99537
1:2:6,1,1,100462,99538
5:1:6,1,1,100461,99539
6:2:6,2,2,100459,99541
5:6:1,1,1,100458,99542
2:1:3,0,-1,100459,99541
3:6:6,2,2,100457,99543
1:2:1,0,-1,100458,99542
3:3:4,0,-1,100459,99541
4:5:4,0,-1,100460,99540
3:2:4,0,-1,100461,99539
1:2:4,0,-1,100462,99538
3:3:1,0,-1,100463,99537
2:6:5,1,1,100462,99538
3:5:2,0,-1,100463,99537
3:5:3,0,-1,100464,99536
1:2:1,0,-1,100465,99535
4:1:6,1,1,100464,99536
1:3:5,0,-1,100465,99535
6:6:2,2,2,100463,99537
3:2:5,0,-1,100464,99536
6:4:6,2,2,100462,99538
4:1:3,0,-1,100463,99537
4:4:5,0,-1,100464,99536
